-made_of-_made_of-on-_in-made_of-	0.39582031229366166
-used_for-_used_for-made_of-	0.373861820579394
-used_for-_used_for-used_for-_used_for-made_of-	0.35885686566298053
-made_of-_made_of-in-_in-made_of-	0.3524247114174837
-on-_on-in-_on-on-_on-made_of-	0.281471541003803
-on-_on-used_for-_used_for-on-_on-made_of-	0.2595136403938454
-used_for-_used_for-on-_in-used_for-_used_for-made_of-	0.22493579243231104
-in-_in-in-_on-made_of-	0.19384290407320534
-on-_in-on-_on-in-_on-made_of-	0.1691771008094632
-in-_in-in-_on-on-_on-made_of-	0.16423569639890853
-in-_on-in-_in-made_of-	0.15907779649944587
-in-_in-on-_in-on-_on-made_of-	0.1588897503587194
-on-_on-used_for-_used_for-made_of-	0.15879818951885571
-on-_on-on-_on-made_of-	0.1418893342712527
-in-_on-used_for-_used_for-in-_on-made_of-	0.1416050994405898
-made_of-_made_of-in-_on-made_of-	0.14158131730207818
-on-_on-made_of-_made_of-on-_on-made_of-	0.1356785828550651
-on-_on-made_of-	0.1327677087648438
-on-_on-in-_in-on-_on-made_of-	0.12151616280375524
-on-_on-in-_on-made_of-	0.11482545237024323
-on-_in-made_of-_made_of-on-_in-made_of-	0.1139511600478023
-made_of-_made_of-made_of-	0.10382437547841686
-in-_on-in-_on-made_of-	0.07408026538266503
-used_for-_used_for-in-_on-made_of-	0.07378805186799395
-on-_on-made_of-_made_of-made_of-	0.06872276961860577
-on-_in-made_of-	0.06832512983934763
-made_of-_made_of-on-_on-made_of-	0.06480956136441174
-used_for-_used_for-on-_on-in-_on-made_of-	0.05399147958586195
-on-_on-on-_on-on-_on-made_of-	0.0424473824528173
-in-_on-on-_on-made_of-	0.03964013701706269
-on-_in-on-_in-made_of-	0.031685324866644646
-in-_on-on-_on-on-_on-made_of-	0.02744379605516299
-in-_on-made_of-	0.025261085836571263
-on-_in-made_of-_made_of-made_of-	0.024391430993469496
-used_for-_used_for-in-_in-on-_on-made_of-	0.023550901507324872
-used_for-_used_for-on-_in-in-_on-made_of-	0.018402156237823337
-on-_on-in-_in-made_of-	0.011780877930938596
-on-_on-on-_in-made_of-	0.010452955368524999
-on-_in-on-_on-on-_on-made_of-	0.003990412191519348
-in-_in-on-_on-made_of-	0.0
-in-_in-in-_in-made_of-	0.0
-on-_in-used_for-_used_for-made_of-	-4.7564763834927247E-4
-in-_in-made_of-_made_of-made_of-	-0.001537388489643271
-used_for-_used_for-in-_in-made_of-	-0.00207763382624105
-in-_in-on-_on-used_for-_used_for-made_of-	-0.0023616796299205487
-on-_on-on-_on-used_for-_used_for-made_of-	-0.004404606906919327
-used_for-_used_for-on-_on-used_for-_used_for-made_of-	-0.00594134122377415
-used_for-_used_for-on-_on-made_of-	-0.012389335299672188
-on-_on-used_for-_used_for-in-_on-made_of-	-0.01612243197272333
-used_for-_used_for-on-_in-made_of-	-0.01974835980019186
-in-_in-on-_on-on-_on-made_of-	-0.020543334225786792
-in-_on-in-_in-used_for-_used_for-made_of-	-0.024304222997899465
-in-_on-made_of-_made_of-made_of-	-0.03249921164609133
-on-_on-in-_on-used_for-_used_for-made_of-	-0.03598117832613489
-on-_in-in-_in-made_of-	-0.04103723955576746
-used_for-_used_for-used_for-_used_for-in-_on-made_of-	-0.047139544111721735
-in-_on-on-_in-made_of-	-0.06975627544502769
-in-_in-in-_on-made_of-_made_of-made_of-	-0.07207530642488685
-in-_in-used_for-_used_for-made_of-	-0.07252237534387755
-in-_on-used_for-_used_for-made_of-	-0.07484682735911014
-in-_on-used_for-_used_for-used_for-_used_for-made_of-	-0.07868303103131173
-on-_in-in-_on-made_of-	-0.08623665964471854
-in-_on-in-_in-on-_on-made_of-	-0.08860752055292723
-in-_on-on-_in-in-_in-made_of-	-0.09096904993604157
-on-_in-on-_on-made_of-	-0.0992759812865453
-in-_in-made_of-	-0.10133322065721716
-on-_on-on-_on-in-_in-made_of-	-0.11626821135968327
-in-_in-on-_in-made_of-	-0.1572825678019399
-used_for-_used_for-on-_on-on-_on-made_of-	-0.16170193096889945
-used_for-_used_for-in-_on-on-_on-made_of-	-0.2987407422758207
